match_id,win,teamId,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baron_diff,baronKills,dragon_diff,dragonKills,riftHeraldKills,kills,deaths,gold_diff_10,gold_10_mins,gold_diff_20,gold_20_mins,gold_diff,goldEarned,gold_spent_percentage_diff,goldSpent,gold_efficiency,totalDamageDealt,totalDamageDealtToChampions,visionScore,totalMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle
3619698937,Loss,Blue,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,-2,0,0,16,27,-2232.000000000002,14053.999999999998,-8016.000000000004,30563.999999999996,-9972,34072,-0.1384108385206884,31775,2297,333509,41159,94,444,67,7
3619698937,Win,Red,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,0,0,0,2,2,1,27,16,2232.000000000002,16286,8016.000000000004,38580,9972,44044,0.1384108385206884,36500,7544,443717,63552,108,499,87,41
3610179016,Loss,Blue,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,-3,0,1,7,22,-2325,11676.000000000002,-9233.000000000004,27981.000000000004,-10274,33799,-0.3085379259802125,28850,4949,368915,46197,73,501,82,5
3610179016,Win,Red,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,5,0,0,0,3,3,1,22,7,2325,14001.000000000002,9233.000000000004,37214.00000000001,10274,44073,0.3085379259802125,39375,4698,497153,59640,120,516,86,33
3617969538,Win,Blue,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,10,2,2,2,2,4,0,45,20,2621,14517,1236,34950,11832,73570,0.13543599257884972,69060,4510,870135,115763,276,746,124,47
3617969538,Loss,Red,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,5,1,-2,0,-2,2,2,20,45,-2621,11896,-1236,33714,-11832,61738,-0.13543599257884972,60300,1438,745453,81442,267,759,97,35
3623782305,Win,Blue,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,6,1,1,1,0,2,0,34,39,-3631,13817,-6335,36164,1037,52924,-0.10363904597983772,46275,6649,420590,79254,131,446,80,2
3623782305,Loss,Red,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,6,0,-1,0,0,2,1,39,34,3631,17448,6335,42499,-1037,51887,0.10363904597983772,51333,554,496974,84056,99,456,100,19
3631906244,Win,Blue,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,6,2,2,1,4,1,30,17,1277.9999999999982,13266,2862,31862,9508,71919,0.11182266009852217,64305,7614,931161,103994,278,778,139,54
3631906244,Loss,Red,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,-2,0,-1,3,1,17,32,-1277.9999999999982,11988.000000000002,-2862,29000,-9508,62411,-0.11182266009852217,57495,4916,1010194,105786,221,923,143,0
